id,geo_cluster
2044873,0
2044889,0
2046225,0
2048796,0
2049322,0
2050406,0
2050993,0
2051013,0
2051352,0
2053940,0
2055467,0
2055559,0
2057295,0
1820858,0
1825949,0
1826701,0
1831227,0
1832120,0
1835367,0
1839231,0
1846580,0
1853765,0
1855846,0
1856027,0
1856803,0
1864061,0
1865336,0
1865884,0
2150727,0
2151259,0
2151479,0
2151558,0
2153153,0
2154075,0
2155610,0
2158171,0
2164631,0
2165107,0
2165933,0
2171821,0
2175827,0
2178294,0
2182899,0
2183423,0
2183430,0
2185842,0
2186138,0
2186452,0
2187682,0
2194038,0
2194382,0
2201581,0
2202858,0
2203154,0
2204672,0
2208545,0
2209835,0
2210663,0
2211028,0
2214689,0
2216470,0
2219294,0
2220959,0
2222886,0
2227377,0
2228296,0
2228840,0
2231814,0
2238300,0
2238435,0
2240661,0
2243266,0
2243321,0
2243548,0
2243699,0
2243769,0
2246112,0
2248580,0
2249464,0
2249928,0
2250790,0
2251009,0
2254388,0
2254817,0
2255549,0
2257064,0
2257080,0
2259719,0
2260029,0
2261018,0
2261367,0
2262868,0
2267177,0
2271504,0
2271792,0
2272739,0
2273733,0
1925224,0
1929321,0
1929540,0
1932110,0
1932491,0
1934444,0
1934765,0
1934804,0
1935175,0
1935302,0
1936633,-1
1939106,0
1941435,0
1941439,0
1944155,0
1944891,0
1945115,0
1948494,0
1950603,0
1952271,0
1953928,0
1954653,0
1956467,0
1956677,0
1958765,0
1959024,0
1960045,0
1961361,0
1965766,0
1970697,0
1971540,0
1974700,0
1975069,0
1975999,0
1976123,0
1979127,0
1979506,0
1979579,0
1979848,0
1981590,0
1984378,0
1984390,0
1984486,0
1985022,0
1987627,0
1987949,0
1988823,0
1989731,0
1989838,0
2000576,0
2003807,0
2008122,0
2015168,0
2015800,0
2017397,0
2019755,0
2019927,0
2022126,0
2022920,0
2022938,0
2022958,0
2023357,0
2026869,0
2298759,0
2299633,0
2301258,0
2303583,0
2309363,0
2310008,0
2310594,0
2314392,0
2329047,0
2333141,0
2334411,0
2339096,0
2346106,0
2349737,0
2350883,0
2356082,0
2362306,0
2365792,0
2367089,0
2373238,0
2385779,0
2392814,0
2400614,0
2404708,0
2405505,0
2410819,0
2425222,0
2425871,0
2432545,0
2432622,0
2274084,0
2281142,0
2281147,0
2282085,0
2283143,0
2284454,0
2284484,0
2284670,0
2291507,0
2292366,0
2294594,0
2294663,0
2296024,0
2297029,0
2298731,0
2831424,0
2838331,0
2847633,0
2847652,0
2057403,0
2057480,0
2060275,0
2060768,0
2061811,0
2062630,0
2065538,0
2069359,0
2070290,0
2075526,0
2078120,0
2079686,0
2080861,0
2081177,0
2081850,0
2082670,0
2083547,0
2083749,0
2084817,0
2087663,0
2088389,0
2089273,0
2089492,0
2089712,0
2092827,0
2093064,0
2093304,0
2094213,0
2095959,0
2096581,0
2098030,0
2100887,0
2101710,0
2102542,0
2103480,0
2104588,0
2106662,0
2106706,0
2108237,0
2111336,0
2111422,0
2112142,0
2113431,0
2115773,0
2115784,0
2116940,0
2118102,0
2122613,0
2124536,0
2127382,0
2127713,0
2128464,0
2132248,0
2134052,0
2134697,0
2135754,0
2135766,0
2137111,0
2141635,0
2142092,0
2145599,0
2149184,0
2586923,0
2592533,0
2592640,0
2598087,0
2599591,0
2599963,0
2607583,0
2612035,0
2619549,0
2619802,0
2620068,0
2620837,0
2620856,0
2627940,0
2629613,0
2635078,0
2636396,0
2636532,0
2637533,0
2641540,0
2645558,0
2649068,0
2653186,0
2657331,0
2658349,0
2659448,0
2659477,0
2659732,0
2663296,0
2669352,0
2670522,0
2677779,0
2847932,0
2851945,0
2854050,0
2856770,0
2863408,0
2864637,0
2865117,0
2870840,0
2872353,0
2880336,0
2888088,0
2889377,0
2897714,0
2904571,0
2908211,0
2908417,0
2909006,0
2909461,0
2918764,0
2919062,0
2922197,0
2923381,0
2926030,0
2936054,0
2939670,0
2940007,0
2940163,0
2941297,0
2942129,0
2942732,0
2949128,0
2958912,0
2968070,0
2974433,0
2974479,0
2974877,0
2974957,0
2976105,0
2979097,0
2979714,0
2984662,0
2987465,0
2995000,0
2995209,0
2999527,0
3010664,0
3012871,0
3018031,0
3018285,0
3040654,0
3041280,0
3043467,0
3052426,0
3056451,0
3059273,0
3067062,0
3067093,0
3068145,0
3068852,0
3072242,0
3073195,0
3081771,0
3083197,0
3083899,0
3084473,0
3089577,0
3090922,0
3091425,0
3091872,0
3103596,0
3105531,0
3105986,0
3111416,0
3112284,0
3112872,0
3114929,0
3120723,0
3120957,0
3121176,0
3122230,0
2435198,0
2440173,0
2440357,0
2446430,0
2447868,0
2451647,0
2454507,0
2459587,0
2459916,0
2461439,0
2465259,0
2465699,0
2467377,0
2467879,0
2468186,0
2473861,0
2477138,0
2484057,0
2485774,0
2489615,0
2489920,0
2493039,0
2493176,0
2495596,0
2501809,0
2508374,0
2510394,0
2513351,0
2516430,0
2517989,0
2518907,0
2519770,0
2521670,0
2529085,0
2529842,0
2530057,0
2531865,0
2532068,0
2538248,0
2551299,0
2552606,0
2554110,0
2563764,0
2563997,0
2565087,0
2569466,0
2569808,0
2570561,0
2571224,0
2571283,0
2574386,0
2578731,1
2582812,0
2584131,0
2586556,0
3123479,0
3137906,0
3143649,0
3145484,0
3147439,0
3153464,0
3156969,1
3157330,0
3161739,0
3167768,0
3168120,0
3171234,0
3171480,0
3181376,0
3187925,0
3191450,0
3191678,0
3198365,0
3200522,0
3200728,0
3202590,0
3206379,0
3207986,0
3208609,0
3213712,0
3215486,0
3215722,0
3219654,0
3219835,0
3220725,0
3224913,0
3225975,0
3227002,0
3236977,0
3237160,0
3237602,0
3238517,0
3241287,0
3585974,0
3591107,0
3593821,0
3594408,0
3600961,0
3603134,0
3605524,0
3611620,0
3616001,0
3616173,0
3619399,0
3624387,0
3624653,0
3624952,0
3625870,0
3626426,0
3627326,0
3628190,0
3629580,0
3636601,0
3637029,0
3641819,0
3642278,0
3642801,0
3644017,0
3645284,0
3646059,0
3652230,1
3654510,0
3655007,0
3659544,0
3662795,0
3663423,0
2678075,0
2683387,0
2684223,0
2685701,0
2686412,0
2687083,0
2687375,0
2690370,0
2695372,0
2698984,0
2700296,0
2700596,0
2702351,0
2716009,0
2722693,0
2723019,0
2723338,0
2723554,0
2728293,0
2735650,0
2738377,0
2739577,0
2739707,0
2739978,0
2743624,0
2748094,0
2752977,0
2754179,0
2769718,0
2771877,0
2773754,0
2776119,0
2781747,0
2782449,0
2783468,0
2786015,0
2788298,0
2793355,0
2793740,0
2794584,0
2794725,2
2794734,0
2794762,0
2799018,0
2799360,0
2803013,0
2804557,0
2806791,0
2814359,0
2817967,0
2821079,0
2830518,0
3369100,0
3369623,0
3372925,0
3378576,0
3378585,0
3379914,0
3383662,0
3386746,0
3386829,0
3393999,0
3394517,0
3395697,0
3400739,0
3400837,0
3401271,0
3411912,0
3415102,0
3420223,0
3421020,0
3423516,0
3425054,0
3430612,0
3431922,0
3440741,0
3445138,0
3448037,0
3450210,0
3452835,0
3453488,0
3455983,0
3457770,0
3461872,0
3464727,0
3465651,-1
3468486,0
3476431,0
3482919,0
3485146,0
3485449,0
3487445,0
3488989,0
3663984,0
3666709,0
3670659,0
3677436,0
3677769,0
3678796,0
3678829,0
3683241,0
3684144,0
3685433,0
3686972,0
3687172,0
3687227,0
3688197,0
3689140,0
3692566,0
3694441,0
3696746,0
3700364,0
3701708,0
3703037,0
3706213,0
3710162,0
3710230,0
3710685,0
3715638,0
3718539,0
3725902,0
3727816,0
3727861,0
3735483,0
3738529,0
3738815,0
3739126,0
3739864,0
3741728,0
3743048,2
3747107,0
3747392,0
3749140,0
3749971,0
3755474,0
3757178,0
3758296,0
3760029,0
3760824,0
3765095,0
3767156,0
3767801,0
3769052,0
3775978,0
3780746,0
4162119,0
4162519,0
3247291,0
3248526,0
3249078,0
3250685,0
3251014,0
3258196,0
3262855,0
3265275,0
3265407,0
3265982,0
3271893,0
3272201,0
3272743,0
3278530,0
3278631,0
3279671,0
3282550,0
3283409,0
3283729,0
3288496,0
3293842,0
3297016,0
3301484,0
3304307,0
3311834,0
3315933,0
3317978,0
3322922,0
3332881,0
3337808,0
3339273,0
3339399,0
3344237,0
3344509,0
3350417,0
3352030,0
3352608,0
3354458,0
3354459,0
3354484,0
3358937,0
3360707,0
3362302,0
3363364,0
3364802,0
3368427,0
3368441,0
3783016,0
3785438,0
3789758,0
3791244,0
3791325,0
3793161,0
3797183,0
3798874,0
3803622,0
3808358,0
3817666,0
3818298,0
3819136,0
3819656,0
3825437,0
3827442,0
3829039,0
3833538,0
3835681,0
3836180,0
3838375,0
3839717,0
3840324,0
3841033,0
3841048,0
3848105,0
3848431,0
3850493,0
3851719,0
3851911,0
3852261,1
3852988,0
3857180,0
3857863,0
3860899,0
3861713,0
3864528,0
3866888,0
3868100,0
3868344,0
3869762,0
3873451,0
3874870,0
3876850,0
3880588,0
4162667,0
4163804,0
4169094,0
4172633,0
4173751,0
4174847,0
4180643,0
4181102,0
4181828,0
4183424,0
4183801,0
4183989,0
4189428,0
4190301,0
4191257,0
4196039,0
4198391,0
4198695,0
4199411,0
4203119,0
4203460,0
4204988,0
4206034,2
4206087,0
4211276,0
4216183,0
4216435,0
4216813,0
4225745,0
4227018,0
3489095,0
3489242,0
3490317,0
3499016,0
3503627,0
3504289,0
3507112,0
3511778,0
3511883,0
3511898,0
3511934,0
3512428,0
3512620,0
3513052,0
3513662,0
3518682,0
3519172,0
3522244,0
3522329,0
3527764,0
3529500,0
3529888,0
3531681,0
3533741,0
3534443,0
3539618,0
3539882,0
3540370,0
3543839,0
3544273,0
3549074,0
3553768,0
3554230,0
3554287,0
3556241,0
3561828,0
3563271,0
3569374,0
3575859,0
3576160,0
3581153,0
3581652,0
3583605,0
3585309,0
3585452,0
3971526,0
3971580,0
3971948,0
3974464,0
3979360,0
3979611,0
3985673,0
3987571,0
3987599,0
3989564,0
3993388,0
3993553,0
3998977,0
3999228,0
4000579,0
4003515,0
4006264,0
4007277,0
4007770,0
4010865,0
4013668,0
4016121,0
4016142,0
4016173,0
4017226,0
4020425,0
4024582,0
4025329,0
4026150,0
4028670,0
4031463,0
4033422,-1
4033444,0
4033521,0
4037379,0
4037522,0
4038794,0
4041189,0
4041351,0
4041383,0
4044625,0
4044906,0
4047638,0
4047751,0
4047815,0
4051643,0
4053249,0
4054332,0
4227554,0
4232356,0
4233006,0
4235620,0
4241028,0
4243533,0
4244476,0
4244576,0
4248788,0
4249342,0
4258867,0
4260964,0
4261951,0
4263488,0
4263802,0
4264049,0
4264071,0
4264127,0
4265471,0
4268286,0
4271059,0
4271877,0
4273931,0
4274589,0
4275729,0
4279260,0
4279323,0
4281241,0
4285522,0
4291654,0
4293040,0
4293935,0
4294969,0
4296710,0
4296956,0
4297952,0
4299536,0
4303600,0
4305170,0
4308991,0
4310501,0
4329728,0
4331684,0
4338541,0
4338548,0
4339202,0
4339924,0
4343860,0
4343913,0
4349358,0
4349695,0
4350406,0
4350495,0
4621217,0
4621713,0
4623217,0
4628804,0
4629599,0
4629726,0
4629870,0
4632795,0
4636643,0
4637053,0
3882682,0
3883020,0
3884105,0
3889997,0
3891031,0
3891370,0
3895455,0
3898329,0
3902156,0
3902791,0
3908094,0
3913635,0
3915042,0
3922417,0
3923128,0
3923538,0
3928241,0
3929669,0
3930149,0
3933059,0
3933382,0
3939086,0
3939535,0
3942731,0
3943879,0
3945636,0
3945796,0
3946018,0
3946239,0
3951363,0
3952093,0
3953314,0
3953415,0
3962389,0
3962586,0
3963137,0
3963635,0
3968434,0
3968610,0
3970755,0
4351563,0
4352537,0
4354764,0
4354901,0
4355934,0
4357134,0
4357496,0
4357892,0
4359718,0
4362570,0
4364924,0
4365242,0
4365276,0
4365833,0
4377929,0
4378951,0
4383734,0
4384442,0
4384820,0
4385360,0
4386718,0
4387152,0
4387491,0
4392066,0
4392596,0
4392996,0
4394687,0
4396939,0
4397455,0
4401193,0
4405156,0
4407557,0
4410643,0
4412533,0
4421826,0
4422017,0
4426780,0
4426877,0
4428027,0
4428854,0
4428906,0
4430645,0
4431674,0
4435766,0
4436185,0
4436944,0
4438459,0
4439664,0
4440181,0
4440538,0
4440611,0
4440751,0
4446178,0
4446862,0
4638668,0
4639179,0
4639451,0
4639746,0
4641291,0
4643192,0
4643199,0
4644669,0
4644828,0
4645170,0
4645319,0
4654374,0
4659046,0
4660022,0
4660964,0
4661135,0
4666794,0
4668244,0
4668252,0
4671712,0
4677654,0
4678514,0
4678742,0
4678795,0
4679967,0
4685985,0
4686678,0
4055732,0
4058515,0
4058701,0
4059620,0
4059794,0
4060446,0
4060993,0
4067820,0
4069228,0
4069341,0
4070025,0
4074248,0
4076084,0
4077427,0
4081707,0
4082357,0
4084603,0
4110645,0
4116403,0
4117817,0
4121173,0
4121363,0
4125398,0
4126676,0
4127402,0
4128337,0
4128428,0
4128450,0
4129909,0
4132116,0
4134035,0
4135674,0
4137414,0
4140776,0
4142125,0
4144630,0
4152752,0
4155012,0
4499097,0
4500272,0
4500794,0
4501164,0
4504115,0
4504353,0
4508885,0
4509560,0
4509664,0
4513084,0
4514042,0
4517848,0
4518242,0
4520449,0
4524289,0
4525334,0
4525475,0
4525589,0
4530085,0
4530160,0
4530432,0
4532913,0
4537198,0
4537389,0
4537500,0
4538012,0
4538274,0
4538901,0
4539480,0
4539483,0
4539520,0
4539906,0
4539943,0
4540852,0
4541102,0
4545999,0
4546721,0
4547143,0
4547273,0
4549248,0
4549557,0
4549627,0
4550015,0
4550602,0
4550747,0
4554577,0
4555241,0
4556564,0
4557370,0
4559096,0
4564292,0
4567518,0
4571518,0
4572225,0
4573728,0
4687730,0
4688209,0
4688418,0
4691649,0
4693338,0
4695408,0
4699061,0
4700082,0
4700565,0
4700809,0
4704813,0
4705670,0
4706957,0
4707057,0
4707159,0
4707959,0
4708314,0
4709252,0
4710310,0
4710488,0
4711070,0
4711396,0
4714854,0
4716349,0
4717296,0
4719825,0
4720142,0
4720558,0
4720752,0
4721007,0
4724857,0
4724943,0
4725852,0
4726749,0
4726893,0
4726941,0
4727731,0
4727912,0
4730379,0
4734170,0
4737830,0
4738250,0
4738429,0
4738946,0
4739407,0
4742068,0
4744276,0
4745012,0
4993422,0
4994264,0
4995083,0
4996027,0
5002867,0
5004463,0
5006927,0
5010368,0
5013564,0
5020687,0
5025771,0
5028135,0
4447611,0
4447904,0
4449058,0
4449611,0
4452723,0
4453233,0
4453484,0
4455301,0
4456004,0
4456312,0
4456555,0
4457556,0
4462491,0
4462553,0
4464508,0
4465274,0
4469650,0
4472978,0
4479556,0
4480308,0
4482158,0
4485286,0
4492303,0
4492821,0
4493526,0
4494217,0
4494705,0
4497294,0
4498688,0
4498798,0
4498927,0
4745212,0
4746171,0
4747068,0
4747624,0
4748873,0
4751686,0
4752020,0
4753571,0
4753639,0
4753866,0
4753918,0
4756125,0
4756551,0
4757212,0
4757941,0
4758924,0
4759680,0
4760085,0
4760107,0
4762718,0
4763327,0
4766198,0
4766468,0
4766582,0
4766819,0
4768030,0
4773286,0
4773463,0
4774629,0
4774763,0
4775737,0
4777597,0
4778638,0
4781069,0
4782243,0
4782252,0
4782569,0
4782799,0
4783614,0
4783738,0
4783902,0
4784570,0
4784846,0
4785563,0
4785941,0
4786030,0
4787201,0
4790969,0
4792192,0
4792533,0
4794322,0
4795029,0
4795857,0
4798723,0
4798794,0
4802648,0
4803244,0
4803623,0
4807244,0
4807899,0
4808239,0
4813342,0
4814075,0
5029202,0
5029573,0
5030646,0
5038299,0
5039939,0
5040653,0
5040919,0
5040951,0
5049823,0
5050156,0
5050369,0
5050799,0
5052495,0
5055033,0
5059402,0
5065185,0
5065630,0
5066526,0
5066963,0
5068972,0
5077231,0
5078828,0
5084095,0
5085803,0
5093352,0
5094593,0
5095468,0
5102132,0
5105514,0
5105632,0
5106041,0
5106749,0
5110541,0
5113910,0
4574224,0
4576206,0
4576821,0
4581479,0
4581942,0
4582087,0
4582785,0
4585748,0
4586330,0
4587905,0
4588689,0
4592475,0
4593939,0
4594389,0
4601325,0
4603012,0
4606385,0
