neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,log_price
Brooklyn,Bedford-Stuyvesant,Private room,99.0,30,22,1.43,4,359,17,39.0,4.6051702
Brooklyn,Bedford-Stuyvesant,Private room,101.0,30,22,1.43,4,345,14,70.0,4.624973
Brooklyn,Williamsburg,Private room,111.0,1,85,5.52,1,242,63,12.0,4.7184987
Brooklyn,Bedford-Stuyvesant,Private room,75.0,30,25,1.67,4,335,21,75.0,4.3307333
Manhattan,Upper East Side,Entire home/apt,127.0,30,3,0.21,77,364,2,137.0,4.8520303
Manhattan,Harlem,Private room,167.0,5,13,1.36,1,206,13,27.0,5.123964
Queens,Jamaica,Entire home/apt,220.0,30,0,0.47,1,269,0,167.0,5.398163
Brooklyn,Bedford-Stuyvesant,Private room,90.0,30,23,1.48,4,358,15,75.0,4.5108595
Manhattan,Midtown,Private room,240.0,30,1,0.1,51,255,1,285.0,5.484797
Manhattan,Upper West Side,Private room,116.0,30,0,0.47,26,150,0,167.0,4.762174
Manhattan,Midtown,Private room,278.0,30,2,0.17,51,288,2,291.0,5.6312118
Manhattan,Midtown,Private room,278.0,30,0,0.47,51,350,0,167.0,5.6312118
Manhattan,Midtown,Private room,230.0,30,1,0.1,51,288,1,300.0,5.4424176
Staten Island,Randall Manor,Private room,200.0,2,10,0.67,1,89,7,54.0,5.303305
Queens,Belle Harbor,Private room,386.0,1,10,0.97,1,361,10,41.0,5.9584246
Brooklyn,Bushwick,Private room,60.0,30,1,0.09,6,353,1,340.0,4.1108737
Manhattan,Hell's Kitchen,Entire home/apt,203.0,30,0,0.47,85,365,0,167.0,5.31812
Queens,Long Island City,Private room,189.0,1,38,2.63,1,320,29,19.0,5.247024
Manhattan,Chelsea,Private room,340.0,1,45,2.92,1,12,11,90.0,5.8318825
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,30,1,0.12,2,131,1,249.0,4.836282
Manhattan,Harlem,Private room,113.0,30,0,0.47,5,364,0,167.0,4.7361984
Manhattan,Midtown,Private room,97.0,1,20,1.27,69,204,19,20.0,4.5849676
Manhattan,Midtown,Private room,237.0,30,0,0.47,14,240,0,167.0,5.4722705
Brooklyn,Prospect-Lefferts Gardens,Private room,39.0,30,1,0.07,598,363,0,427.0,3.6888795
Brooklyn,Prospect-Lefferts Gardens,Private room,36.0,30,0,0.47,598,269,0,167.0,3.6109178
Brooklyn,Bedford-Stuyvesant,Private room,72.0,30,3,0.21,22,190,2,136.0,4.2904596
Queens,Ridgewood,Private room,56.0,30,1,0.08,21,316,1,362.0,4.0430512
Brooklyn,Greenpoint,Private room,270.0,4,1,0.2,2,21,1,147.0,5.602119
Brooklyn,Williamsburg,Private room,77.0,30,0,0.47,12,343,0,167.0,4.356709
Brooklyn,Williamsburg,Entire home/apt,179.0,30,4,0.27,2,108,2,56.0,5.192957
Brooklyn,Crown Heights,Private room,65.0,30,3,0.29,25,213,3,232.0,4.189655
Brooklyn,Crown Heights,Private room,65.0,30,1,0.16,25,326,1,182.0,4.189655
Queens,Arverne,Entire home/apt,195.0,30,0,0.47,1,160,0,167.0,5.278115
Brooklyn,Bushwick,Private room,52.0,30,2,0.2,8,213,2,268.0,3.9702919
Staten Island,Grant City,Private room,45.0,30,5,0.35,9,239,3,134.0,3.8286414
Brooklyn,Crown Heights,Entire home/apt,260.0,30,0,0.47,2,269,0,167.0,5.5645204
Staten Island,Grant City,Private room,60.0,30,5,0.35,9,269,3,77.0,4.1108737
Manhattan,Midtown,Private room,114.0,1,22,1.5,69,172,18,84.0,4.744932
Manhattan,Midtown,Entire home/apt,138.0,30,1,0.44,33,263,1,67.0,4.934474
Manhattan,East Harlem,Entire home/apt,120.0,30,2,0.18,10,224,2,227.0,4.7957907
Manhattan,Kips Bay,Entire home/apt,650.0,30,17,1.12,9,125,12,125.0,6.47851
Manhattan,Midtown,Private room,104.0,1,17,1.15,69,200,12,16.0,4.65396
Brooklyn,East Flatbush,Entire home/apt,342.0,30,13,1.21,2,221,13,78.0,5.8377304
Manhattan,Midtown,Private room,100.0,1,8,0.52,69,209,5,151.0,4.6151204
Manhattan,Hell's Kitchen,Entire home/apt,198.0,30,1,0.39,4,245,1,75.0,5.293305
Manhattan,Theater District,Private room,113.0,1,232,14.81,3,327,124,25.0,4.7361984
Manhattan,Hell's Kitchen,Entire home/apt,340.0,30,0,0.47,4,76,0,167.0,5.8318825
Manhattan,Upper West Side,Entire home/apt,225.0,30,1,1.0,1,248,1,20.0,5.420535
Brooklyn,Cypress Hills,Entire home/apt,64.0,30,4,0.3,5,341,3,31.0,4.1743875
Manhattan,East Village,Entire home/apt,235.0,30,0,0.47,1,181,0,167.0,5.463832
Manhattan,Upper East Side,Entire home/apt,155.0,30,2,0.18,77,79,2,200.0,5.049856
Brooklyn,Bedford-Stuyvesant,Private room,146.0,2,23,2.1,2,59,23,54.0,4.9904327
Manhattan,Midtown,Private room,238.0,30,0,0.47,14,240,0,167.0,5.476464
Manhattan,Upper East Side,Private room,350.0,3,38,2.62,1,183,32,8.0,5.8607864
Brooklyn,Williamsburg,Private room,68.0,30,0,0.47,6,343,0,167.0,4.2341065
Brooklyn,Cypress Hills,Private room,55.0,30,0,0.47,18,242,0,167.0,4.0253515
Brooklyn,East New York,Private room,50.0,30,2,0.24,18,365,2,9.0,3.9318256
Bronx,Port Morris,Entire home/apt,194.0,1,2,0.26,42,321,2,203.0,5.273
Brooklyn,Bushwick,Private room,49.0,30,1,0.07,31,241,0,428.0,3.912023
Brooklyn,Greenpoint,Entire home/apt,209.0,30,7,0.48,1,116,5,32.0,5.3471074
Manhattan,Midtown,Private room,262.0,1,1,0.07,6,23,0,406.0,5.572154
Manhattan,Upper West Side,Entire home/apt,133.0,30,7,0.53,1,153,6,53.0,4.89784
Brooklyn,Cobble Hill,Entire home/apt,235.0,30,4,0.28,1,264,2,305.0,5.463832
Brooklyn,Bushwick,Private room,60.0,30,2,0.14,4,258,0,398.0,4.1108737
Brooklyn,Williamsburg,Private room,68.0,30,0,0.47,6,347,0,167.0,4.2341065
Queens,Springfield Gardens,Entire home/apt,180.0,3,45,3.7,1,350,45,5.0,5.198497
Manhattan,Harlem,Private room,144.0,1,66,4.35,6,252,54,19.0,4.9767337
Manhattan,Harlem,Private room,136.0,1,72,4.79,6,244,56,16.0,4.919981
Brooklyn,Bedford-Stuyvesant,Private room,264.0,2,55,3.63,1,204,37,27.0,5.57973
Manhattan,Harlem,Private room,46.0,30,1,0.13,15,255,1,238.0,3.8501477
Manhattan,Harlem,Private room,45.0,30,0,0.47,15,269,0,167.0,3.8286414
Manhattan,Harlem,Private room,46.0,30,0,0.47,15,269,0,167.0,3.8501477
Manhattan,Upper East Side,Entire home/apt,198.0,30,1,0.18,85,365,1,167.0,5.293305
Manhattan,Harlem,Private room,129.0,1,59,3.91,6,249,49,20.0,4.8675346
Queens,Forest Hills,Private room,177.0,3,35,2.31,1,330,23,53.0,5.1817837
Manhattan,Harlem,Private room,54.0,30,2,0.18,1,34,2,124.0,4.0073333
Manhattan,Midtown,Private room,230.0,30,1,0.11,51,288,1,278.0,5.4424176
Manhattan,Midtown,Private room,369.0,30,3,0.3,51,159,3,86.0,5.913503
Manhattan,Midtown,Private room,235.0,30,0,0.47,51,288,0,167.0,5.463832
Brooklyn,Greenpoint,Entire home/apt,650.0,30,0,0.47,1,267,0,167.0,6.47851
Staten Island,Mariners Harbor,Private room,44.0,30,1,0.09,5,267,1,320.0,3.8066626
Staten Island,Mariners Harbor,Private room,49.0,30,1,0.08,5,180,0,393.0,3.912023
Manhattan,Harlem,Private room,61.0,30,0,0.47,226,30,0,167.0,4.1271343
Manhattan,East Village,Entire home/apt,551.0,2,33,2.2,1,307,21,12.0,6.313548
Manhattan,Hell's Kitchen,Entire home/apt,333.0,30,0,0.47,90,262,0,167.0,5.811141
Brooklyn,Williamsburg,Private room,68.0,30,1,0.12,6,343,1,244.0,4.2341065
Manhattan,West Village,Entire home/apt,350.0,30,0,0.47,1,53,0,167.0,5.8607864
Staten Island,Mariners Harbor,Entire home/apt,125.0,30,3,0.22,1,286,2,76.0,4.836282
Manhattan,Financial District,Entire home/apt,201.0,30,0,0.47,1,77,0,167.0,5.3082676
Manhattan,Upper West Side,Private room,79.0,30,3,0.21,26,152,2,135.0,4.3820267
Brooklyn,Clinton Hill,Private room,75.0,30,0,0.47,3,42,0,167.0,4.3307333
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Midtown,Private room,236.0,1,111,7.93,5,238,100,22.0,5.46806
Manhattan,Midtown,Private room,245.0,1,42,3.13,5,249,38,118.0,5.5053315
Manhattan,Theater District,Entire home/apt,788.0,30,0,0.47,331,363,0,167.0,6.6707664
Manhattan,Upper West Side,Private room,79.0,30,3,0.21,26,159,2,214.0,4.3820267
Manhattan,Kips Bay,Entire home/apt,150.0,31,2,0.33,12,117,2,117.0,5.0172796
Manhattan,Midtown,Private room,220.0,30,1,0.1,14,150,1,305.0,5.398163
Queens,Astoria,Entire home/apt,219.0,30,0,0.47,6,236,0,167.0,5.3936276
Brooklyn,Brighton Beach,Private room,79.0,30,0,0.47,1,270,0,167.0,4.3820267
Brooklyn,Crown Heights,Entire home/apt,704.0,30,0,0.47,3,269,0,167.0,6.558198
Queens,Rego Park,Entire home/apt,395.0,30,0,0.47,10,270,0,167.0,5.9814143
Brooklyn,Williamsburg,Entire home/apt,360.0,30,1,0.37,1,326,1,80.0,5.888878
Queens,South Ozone Park,Private room,348.0,2,58,5.59,1,39,58,1.0,5.855072
Queens,Forest Hills,Entire home/apt,322.0,2,55,3.93,3,209,51,14.0,5.7776523
Manhattan,East Village,Entire home/apt,323.0,3,55,3.79,2,99,44,6.0,5.7807436
Manhattan,Washington Heights,Entire home/apt,107.0,30,3,0.27,26,221,3,45.0,4.6821313
Manhattan,Harlem,Entire home/apt,475.0,30,3,0.22,2,347,2,360.0,6.1654177
Manhattan,Theater District,Private room,281.0,1,4,0.88,4,165,4,87.0,5.641907
Manhattan,Chelsea,Entire home/apt,250.0,30,0,0.47,42,351,0,167.0,5.525453
Brooklyn,Crown Heights,Entire home/apt,176.0,30,34,2.32,4,365,28,88.0,5.17615
Manhattan,Midtown,Entire home/apt,265.0,6,31,2.12,5,194,23,26.0,5.583496
Brooklyn,Crown Heights,Entire home/apt,656.0,2,31,2.31,1,318,30,27.0,6.4876842
Brooklyn,Fort Hamilton,Entire home/apt,85.0,30,3,0.25,1,146,2,85.0,4.454347
Queens,Flushing,Entire home/apt,104.0,30,0,0.47,6,328,0,167.0,4.65396
Manhattan,Midtown,Entire home/apt,134.0,30,18,1.26,1,273,12,259.0,4.905275
Brooklyn,Prospect-Lefferts Gardens,Private room,116.0,1,27,1.91,1,351,16,69.0,4.762174
Manhattan,Hell's Kitchen,Entire home/apt,64.0,30,3,0.23,175,245,2,178.0,4.1743875
Brooklyn,Boerum Hill,Entire home/apt,247.0,30,10,0.69,1,124,6,106.0,5.5134287
Manhattan,Financial District,Entire home/apt,215.0,30,4,0.33,1,214,4,212.0,5.3752785
Manhattan,Kips Bay,Entire home/apt,374.0,4,32,2.27,2,272,25,32.0,5.926926
Manhattan,Financial District,Entire home/apt,220.0,30,0,0.47,1,253,0,167.0,5.398163
Manhattan,Chelsea,Entire home/apt,126.0,1,34,2.33,34,66,28,27.0,4.8441873
Manhattan,Midtown,Private room,174.0,6,13,0.93,5,150,11,99.0,5.164786
Manhattan,West Village,Entire home/apt,200.0,30,0,0.47,1,173,0,167.0,5.303305
Manhattan,Chelsea,Entire home/apt,178.0,30,0,0.47,1,296,0,167.0,5.187386
Brooklyn,Brownsville,Private room,109.0,30,22,1.53,3,363,17,59.0,4.7004805
Brooklyn,Bushwick,Private room,84.0,30,1,0.07,31,364,0,404.0,4.4426513
Brooklyn,Williamsburg,Private room,67.0,30,0,0.47,22,365,0,167.0,4.2195077
Brooklyn,Crown Heights,Private room,88.0,5,23,1.55,3,363,16,24.0,4.4886365
Brooklyn,Crown Heights,Private room,68.0,30,0,0.47,25,336,0,167.0,4.2341065
Manhattan,Financial District,Entire home/apt,338.0,30,0,0.47,1,50,0,167.0,5.826
Brooklyn,Bushwick,Private room,64.0,30,0,0.47,6,336,0,167.0,4.1743875
Brooklyn,Brownsville,Private room,76.0,30,29,2.03,3,352,22,32.0,4.3438053
Queens,Long Island City,Entire home/apt,322.0,1,12,0.99,1,244,12,6.0,5.7776523
Brooklyn,Crown Heights,Entire home/apt,336.0,3,28,2.01,2,138,25,12.0,5.820083
Brooklyn,Crown Heights,Entire home/apt,240.0,3,35,2.46,1,123,29,41.0,5.484797
Manhattan,Hell's Kitchen,Private room,88.0,1,65,4.45,3,171,55,13.0,4.4886365
Manhattan,Hell's Kitchen,Private room,104.0,1,65,4.48,3,190,52,21.0,4.65396
Manhattan,Hell's Kitchen,Private room,95.0,1,85,5.84,3,224,64,11.0,4.564348
Manhattan,Gramercy,Entire home/apt,150.0,2,55,4.1,5,78,54,6.0,5.0172796
Manhattan,Hell's Kitchen,Entire home/apt,816.0,31,0,0.47,1087,333,0,167.0,6.705639
Bronx,Fordham,Entire home/apt,135.0,30,0,0.47,1,270,0,167.0,4.912655
Manhattan,Financial District,Entire home/apt,293.0,30,3,0.23,24,261,2,270.0,5.68358
Brooklyn,Flatbush,Entire home/apt,221.0,30,0,0.47,7,184,0,167.0,5.4026775
Manhattan,Murray Hill,Entire home/apt,149.0,30,0,0.47,26,119,0,167.0,5.0106354
Manhattan,West Village,Entire home/apt,214.0,30,0,0.47,86,304,0,167.0,5.370638
Queens,East Elmhurst,Entire home/apt,190.0,1,66,4.36,1,249,47,3.0,5.2522736
Brooklyn,East Flatbush,Private room,135.0,30,0,0.47,6,365,0,167.0,4.912655
Manhattan,Chelsea,Entire home/apt,688.0,31,0,0.47,1087,114,0,167.0,6.535241
Manhattan,Murray Hill,Entire home/apt,202.0,30,2,0.33,26,50,2,63.0,5.313206
Manhattan,Murray Hill,Entire home/apt,149.0,30,1,0.08,26,120,1,363.0,5.0106354
Manhattan,Murray Hill,Entire home/apt,114.0,30,2,0.18,26,178,2,174.0,4.744932
Manhattan,Murray Hill,Entire home/apt,105.0,30,1,1.0,26,301,1,6.0,4.6634393
Manhattan,Midtown,Entire home/apt,215.0,30,0,0.47,26,170,0,167.0,5.3752785
Manhattan,Tribeca,Entire home/apt,305.0,30,0,0.47,26,127,0,167.0,5.723585
Manhattan,Tribeca,Entire home/apt,1479.0,31,0,0.47,1,364,0,167.0,7.2997975
Queens,Ridgewood,Private room,167.0,2,30,2.52,1,60,30,11.0,5.123964
Manhattan,Morningside Heights,Private room,160.0,30,0,0.47,1,269,0,167.0,5.081404
Manhattan,Financial District,Private room,139.0,30,0,0.47,3,263,0,167.0,4.9416423
Manhattan,Kips Bay,Entire home/apt,175.0,30,9,0.63,2,244,7,50.0,5.170484
Brooklyn,Bushwick,Private room,97.0,30,15,1.0,3,365,10,56.0,4.5849676
Manhattan,East Village,Entire home/apt,593.0,3,48,3.19,1,263,37,23.0,6.3868794
Brooklyn,Bushwick,Private room,89.0,30,27,1.76,4,362,21,27.0,4.4998097
Manhattan,Midtown,Private room,124.0,30,1,0.08,4,89,0,397.0,4.828314
Queens,Edgemere,Entire home/apt,80.0,30,2,0.18,1,146,2,123.0,4.394449
Manhattan,Hell's Kitchen,Entire home/apt,168.0,30,0,0.47,9,123,0,167.0,5.1298985
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,325.0,30,0,0.47,2,41,0,167.0,5.786897
Manhattan,Midtown,Private room,85.0,1,27,1.83,69,171,22,27.0,4.454347
Brooklyn,Williamsburg,Entire home/apt,352.0,5,34,3.48,1,89,34,4.0,5.866468
Manhattan,Hell's Kitchen,Entire home/apt,220.0,30,2,0.55,183,263,2,102.0,5.398163
Manhattan,Chelsea,Entire home/apt,64.0,30,6,0.39,175,229,4,123.0,4.1743875
Manhattan,Upper West Side,Entire home/apt,224.0,30,3,0.25,239,319,3,219.0,5.4161005
Manhattan,Upper West Side,Entire home/apt,201.0,30,1,0.08,239,336,1,364.0,5.3082676
Brooklyn,Park Slope,Private room,200.0,1,6,0.41,1,118,3,356.0,5.303305
Manhattan,Midtown,Entire home/apt,240.0,30,0,0.47,13,269,0,167.0,5.484797
Queens,Long Island City,Entire home/apt,185.0,31,1,0.47,1,257,1,63.0,5.2257466
Queens,Bellerose,Entire home/apt,73.0,30,0,0.47,1,92,0,167.0,4.304065
Manhattan,Lower East Side,Hotel room,388.0,1,8,0.6,156,362,2,15.0,5.963579
Manhattan,Lower East Side,Hotel room,50000.0,1,4,0.29,156,362,3,44.0,10.819798
Manhattan,Lower East Side,Hotel room,50000.0,1,2,0.15,156,363,1,180.0,10.819798
Manhattan,Lower East Side,Hotel room,50052.0,1,136,9.93,156,346,124,12.0,10.820838
Brooklyn,Williamsburg,Entire home/apt,496.0,31,0,0.47,1087,4,0,167.0,6.20859
Brooklyn,Clinton Hill,Entire home/apt,547.0,31,0,0.47,1087,183,0,167.0,6.3062754
Brooklyn,Crown Heights,Entire home/apt,112.0,3,61,4.3,1,38,51,12.0,4.727388
Brooklyn,Brighton Beach,Private room,48.0,30,0,0.47,3,149,0,167.0,3.8918204
Manhattan,Midtown,Entire home/apt,162.0,30,0,0.47,26,196,0,167.0,5.09375
Manhattan,West Village,Entire home/apt,384.0,30,1,0.09,1,217,1,316.0,5.9532433
Manhattan,Upper East Side,Entire home/apt,279.0,30,0,0.47,85,358,0,167.0,5.6347895
Brooklyn,Bushwick,Private room,92.0,5,30,1.99,4,363,21,39.0,4.5325994
Brooklyn,Bushwick,Private room,108.0,30,26,1.72,4,360,19,60.0,4.691348
Brooklyn,Bedford-Stuyvesant,Private room,108.0,30,28,1.87,4,351,20,36.0,4.691348
Brooklyn,Bedford-Stuyvesant,Private room,78.0,30,26,1.78,3,359,23,43.0,4.3694477
Brooklyn,Cypress Hills,Private room,88.0,30,31,2.08,3,357,25,26.0,4.4886365
Manhattan,Hell's Kitchen,Entire home/apt,53.0,30,3,0.68,175,46,3,21.0,3.988984
Queens,Flushing,Private room,36.0,30,4,0.36,2,304,4,182.0,3.6109178
Manhattan,Midtown,Private room,546.0,1,3,0.8,6,134,3,41.0,6.3044486
Manhattan,Lower East Side,Hotel room,388.0,1,38,2.63,156,362,37,4.0,5.963579
Bronx,Williamsbridge,Private room,60.0,30,0,0.47,1,358,0,167.0,4.1108737
Manhattan,Upper West Side,Entire home/apt,442.0,30,41,2.78,5,43,30,42.0,6.0935698
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Brooklyn,Crown Heights,Private room,55.0,30,0,0.47,2,242,0,167.0,4.0253515
Brooklyn,Williamsburg,Private room,80.0,30,0,0.47,17,326,0,167.0,4.394449
Manhattan,Midtown,Private room,131.0,7,6,0.8,2,241,6,41.0,4.882802
Brooklyn,Gowanus,Private room,150.0,6,24,1.97,1,136,24,20.0,5.0172796
Manhattan,Gramercy,Entire home/apt,120.0,2,58,4.53,5,90,55,19.0,4.7957907
Manhattan,Harlem,Entire home/apt,159.0,30,1,0.12,1,249,1,252.0,5.075174
Brooklyn,Boerum Hill,Entire home/apt,325.0,30,3,0.29,1,239,3,32.0,5.786897
Brooklyn,Kensington,Entire home/apt,100.0,30,2,0.15,1,33,0,369.0,4.6151204
Brooklyn,Greenpoint,Entire home/apt,316.0,30,0,0.47,164,354,0,167.0,5.7589016
Manhattan,Nolita,Entire home/apt,263.0,30,0,0.47,331,363,0,167.0,5.575949
Manhattan,Financial District,Entire home/apt,388.0,30,0,0.47,331,363,0,167.0,5.963579
Brooklyn,Crown Heights,Entire home/apt,224.0,30,0,0.47,2,172,0,167.0,5.4161005
Manhattan,Midtown,Entire home/apt,542.0,2,72,4.98,1,258,58,4.0,6.297109
Brooklyn,Williamsburg,Private room,132.0,4,9,0.62,6,16,2,40.0,4.890349
Brooklyn,Gravesend,Entire home/apt,90.0,30,3,0.25,3,181,3,105.0,4.5108595
Manhattan,Chelsea,Entire home/apt,717.0,4,56,3.9,1,128,44,19.0,6.5764694
Brooklyn,Bushwick,Private room,38.0,30,3,0.24,20,211,2,182.0,3.6635616
Manhattan,Stuyvesant Town,Entire home/apt,499.0,30,1,0.08,6,269,0,385.0,6.214608
Manhattan,Morningside Heights,Private room,72.0,30,0,0.47,31,364,0,167.0,4.2904596
Manhattan,Theater District,Entire home/apt,325.0,2,54,3.79,1,292,49,22.0,5.786897
Queens,South Ozone Park,Entire home/apt,137.0,30,0,0.47,1,241,0,167.0,4.9272537
Brooklyn,Williamsburg,Private room,91.0,4,47,3.2,6,78,36,8.0,4.5217886
Brooklyn,Williamsburg,Private room,89.0,4,55,3.79,6,184,44,18.0,4.4998097
Brooklyn,Bedford-Stuyvesant,Private room,73.0,30,2,0.15,31,305,1,299.0,4.304065
Manhattan,Midtown,Entire home/apt,207.0,30,1,0.11,51,288,1,283.0,5.3375382
Bronx,Van Nest,Private room,94.0,2,20,1.29,2,262,15,31.0,4.553877
Manhattan,Theater District,Private room,224.0,1,12,0.82,5,113,8,97.0,5.4161005
Manhattan,Upper West Side,Entire home/apt,82.0,30,2,0.52,175,190,2,28.0,4.4188404
Manhattan,East Village,Entire home/apt,145.0,30,1,0.16,258,163,1,181.0,4.983607
Brooklyn,Crown Heights,Private room,77.0,30,0,0.47,28,155,0,167.0,4.356709
Manhattan,Upper West Side,Entire home/apt,524.0,30,41,2.71,5,207,29,38.0,6.263398
Brooklyn,Brooklyn Heights,Entire home/apt,219.0,30,3,0.26,31,60,3,207.0,5.3936276
Brooklyn,Bedford-Stuyvesant,Private room,60.0,30,2,0.15,2,83,1,335.0,4.1108737
Manhattan,Theater District,Private room,201.0,1,44,3.54,3,242,43,4.0,5.3082676
Brooklyn,Flatbush,Private room,265.0,3,1,0.27,3,198,1,110.0,5.583496
Manhattan,Hell's Kitchen,Entire home/apt,400.0,60,0,0.47,1,357,0,167.0,5.9939613
Brooklyn,Flatlands,Entire home/apt,140.0,30,0,0.47,1,88,0,167.0,4.94876
Manhattan,Upper East Side,Private room,450.0,30,0,0.47,1,269,0,167.0,6.1114674
Manhattan,Little Italy,Private room,119.0,1,7,2.36,1,133,7,7.0,4.787492
Manhattan,Upper West Side,Entire home/apt,78.0,30,3,0.23,175,220,2,9.0,4.3694477
Manhattan,Harlem,Private room,182.0,3,47,3.36,1,96,37,5.0,5.209486
Brooklyn,Bedford-Stuyvesant,Entire home/apt,101.0,30,0,0.47,6,335,0,167.0,4.624973
Queens,Flushing,Entire home/apt,110.0,1,57,3.95,1,162,52,21.0,4.7095304
Manhattan,Washington Heights,Private room,90.0,30,0,0.47,1,89,0,167.0,4.5108595
Bronx,Fieldston,Entire home/apt,104.0,30,0,0.47,1,365,0,167.0,4.65396
Brooklyn,Park Slope,Entire home/apt,135.0,30,4,0.34,1,197,4,12.0,4.912655
Manhattan,Harlem,Entire home/apt,306.0,30,0,0.47,1,125,0,167.0,5.7268476
Manhattan,East Village,Entire home/apt,190.0,30,0,0.47,1,207,0,167.0,5.2522736
Queens,East Elmhurst,Entire home/apt,300.0,30,0,0.47,1,269,0,167.0,5.7071104
Brooklyn,Bedford-Stuyvesant,Entire home/apt,203.0,30,0,0.47,2,158,0,167.0,5.31812
Brooklyn,Kensington,Entire home/apt,949.0,2,23,2.34,1,279,23,14.0,6.856462
Staten Island,Grymes Hill,Entire home/apt,111.0,30,5,0.42,2,337,5,45.0,4.7184987
Queens,Forest Hills,Entire home/apt,367.0,30,0,0.47,10,270,0,167.0,5.908083
Queens,Jamaica,Private room,190.0,3,39,2.98,4,210,35,9.0,5.2522736
Manhattan,Harlem,Private room,66.0,30,1,0.1,8,123,1,313.0,4.204693
Brooklyn,Crown Heights,Private room,153.0,2,56,4.01,1,331,49,6.0,5.0369525
Manhattan,Hell's Kitchen,Entire home/apt,208.0,30,0,0.47,2,114,0,167.0,5.3423343
Queens,Jamaica,Entire home/apt,120.0,30,2,0.15,1,89,1,327.0,4.7957907
Manhattan,Gramercy,Entire home/apt,138.0,1,45,3.16,34,64,32,15.0,4.934474
Brooklyn,Bushwick,Private room,52.0,30,4,0.31,8,243,3,32.0,3.9702919
Manhattan,Nolita,Hotel room,40000.0,1,0,0.47,156,346,0,167.0,10.59666
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,30,0,0.47,3,118,0,167.0,5.420535
Manhattan,Upper West Side,Private room,89.0,30,1,0.1,26,150,1,291.0,4.4998097
Manhattan,Upper West Side,Private room,79.0,30,0,0.47,26,150,0,167.0,4.3820267
Brooklyn,East Flatbush,Private room,162.0,2,11,1.14,2,108,11,68.0,5.09375
Manhattan,Hell's Kitchen,Private room,75.0,30,2,0.16,1,351,1,265.0,4.3307333
Manhattan,Upper East Side,Entire home/apt,560.0,30,0,0.47,1,266,0,167.0,6.329721
Brooklyn,Brownsville,Entire home/apt,178.0,30,0,0.47,1,359,0,167.0,5.187386
Queens,South Ozone Park,Entire home/apt,110.0,30,5,0.36,2,238,3,33.0,4.7095304
Manhattan,Hell's Kitchen,Entire home/apt,427.0,30,0,0.47,86,117,0,167.0,6.059123
Brooklyn,Bedford-Stuyvesant,Private room,55.0,30,4,0.29,9,263,3,90.0,4.0253515
Brooklyn,Crown Heights,Private room,80.0,30,0,0.47,2,179,0,167.0,4.394449
Manhattan,Harlem,Private room,99.0,30,0,0.47,1,364,0,167.0,4.6051702
Manhattan,Hell's Kitchen,Entire home/apt,140.0,90,2,0.24,1,237,2,56.0,4.94876
Manhattan,Hell's Kitchen,Private room,150.0,30,3,0.25,1,158,3,211.0,5.0172796
Manhattan,Hell's Kitchen,Entire home/apt,160.0,30,1,0.28,1,256,1,107.0,5.081404
Brooklyn,East New York,Entire home/apt,159.0,3,42,3.64,1,153,42,14.0,5.075174
Manhattan,Chelsea,Entire home/apt,290.0,30,0,0.47,11,170,0,167.0,5.673323
Manhattan,Midtown,Entire home/apt,137.0,6,33,2.29,1,148,26,56.0,4.9272537
Brooklyn,Fort Greene,Private room,180.0,2,17,4.32,1,70,17,11.0,5.198497
Queens,Ridgewood,Entire home/apt,180.0,1,12,4.74,1,275,12,12.0,5.198497
Bronx,Morris Heights,Private room,34.0,30,1,0.16,3,169,1,191.0,3.5553482
Staten Island,Mariners Harbor,Private room,55.0,30,2,0.26,5,180,2,42.0,4.0253515
Brooklyn,Flatbush,Private room,207.0,3,16,1.14,1,365,15,90.0,5.3375382
Queens,St. Albans,Entire home/apt,115.0,30,0,0.47,1,364,0,167.0,4.75359
Brooklyn,Williamsburg,Private room,84.0,30,0,0.47,31,364,0,167.0,4.4426513
Manhattan,NoHo,Entire home/apt,247.0,30,0,0.47,1,320,0,167.0,5.5134287
Brooklyn,Crown Heights,Entire home/apt,300.0,30,13,0.99,1,273,12,90.0,5.7071104
Manhattan,Hell's Kitchen,Entire home/apt,950.0,30,18,1.29,1,164,11,181.0,6.857514
Manhattan,Hell's Kitchen,Private room,90.0,30,0,0.47,1,265,0,167.0,4.5108595
