neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,log_price
Brooklyn,Bedford-Stuyvesant,Entire home/apt,168.0,3,120,0.98,1,279,29,28.0,5.1298985
Manhattan,East Harlem,Entire home/apt,192.0,30,13,0.11,77,365,0,2194.0,5.26269
Queens,Arverne,Shared room,675.0,30,115,0.93,1,365,0,698.0,6.516193
Brooklyn,Williamsburg,Entire home/apt,207.0,30,3,0.02,2,160,0,946.0,5.3375382
Brooklyn,Bay Ridge,Private room,80.0,30,58,0.48,4,298,1,77.0,4.394449
Manhattan,Upper East Side,Entire home/apt,1119.0,30,107,0.91,1,365,0,1843.0,7.021084
Brooklyn,Gravesend,Entire home/apt,74.0,30,337,2.77,1,233,3,14.0,4.317488
Brooklyn,Sheepshead Bay,Private room,163.0,30,74,0.67,1,365,4,235.0,5.0998664
Queens,Ditmars Steinway,Private room,31.0,30,46,0.37,1,337,0,2233.0,3.465736
Manhattan,SoHo,Entire home/apt,275.0,30,2,0.04,1,364,0,1378.0,5.620401
Queens,Woodside,Entire home/apt,90.0,30,363,2.96,1,306,2,10.0,4.5108595
Brooklyn,Fort Greene,Entire home/apt,225.0,30,59,0.47,4,365,2,33.0,5.420535
Queens,Richmond Hill,Private room,68.0,30,120,1.0,1,88,0,1958.0,4.2341065
Queens,Arverne,Entire home/apt,412.0,30,58,0.47,2,37,1,313.0,6.0234475
Manhattan,Lower East Side,Entire home/apt,95.0,30,240,1.95,1,98,0,401.0,4.564348
Manhattan,Harlem,Entire home/apt,138.0,30,154,1.25,2,173,2,305.0,4.934474
Brooklyn,South Slope,Entire home/apt,331.0,30,269,2.45,1,291,0,607.0,5.805135
Manhattan,Upper East Side,Entire home/apt,135.0,30,22,0.18,1,336,0,3570.0,4.912655
Brooklyn,Park Slope,Private room,71.0,30,55,0.44,1,294,3,123.0,4.276666
Brooklyn,Flatbush,Entire home/apt,120.0,30,75,0.63,2,352,0,1554.0,4.7957907
Manhattan,Harlem,Entire home/apt,213.0,4,22,0.18,1,279,10,28.0,5.365976
Manhattan,Upper East Side,Entire home/apt,475.0,30,73,0.61,1,177,0,663.0,6.1654177
Manhattan,East Village,Entire home/apt,250.0,60,5,0.04,1,83,1,354.0,5.525453
Manhattan,West Village,Entire home/apt,250.0,4,118,0.96,1,8,12,22.0,5.525453
Brooklyn,Fort Greene,Entire home/apt,252.0,30,16,0.25,17,323,4,151.0,5.5333896
Brooklyn,Bushwick,Private room,70.0,30,42,0.35,3,296,2,54.0,4.26268
Manhattan,East Village,Entire home/apt,300.0,30,59,0.48,1,363,0,690.0,5.7071104
Queens,Kew Gardens,Private room,74.0,30,26,0.22,4,0,0,553.0,4.317488
Queens,Ditmars Steinway,Entire home/apt,200.0,30,77,0.63,1,336,1,351.0,5.303305
Brooklyn,Clinton Hill,Entire home/apt,225.0,30,9,0.14,17,356,2,30.0,5.420535
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140.0,30,98,0.82,1,122,1,63.0,4.94876
Brooklyn,East Flatbush,Private room,37.0,30,3,0.15,4,364,1,14.0,3.637586
Brooklyn,Prospect Heights,Entire home/apt,618.0,30,30,0.25,1,33,0,1465.0,6.4281054
Manhattan,Harlem,Entire home/apt,171.0,4,76,2.0,7,257,24,20.0,5.1474943
Manhattan,Midtown,Entire home/apt,367.0,30,12,0.16,6,263,1,23.0,5.908083
Brooklyn,Williamsburg,Private room,124.0,2,34,0.28,1,8,4,230.0,4.828314
Brooklyn,Bushwick,Private room,55.0,30,8,0.07,42,128,1,336.0,4.0253515
Brooklyn,Bushwick,Private room,55.0,30,7,0.06,42,29,0,798.0,4.0253515
Manhattan,Harlem,Entire home/apt,267.0,30,17,0.14,1,316,0,371.0,5.590987
Bronx,Mott Haven,Private room,130.0,4,111,0.91,1,143,9,44.0,4.8751974
Bronx,Kingsbridge,Entire home/apt,120.0,30,21,0.17,2,226,4,119.0,4.7957907
Queens,Springfield Gardens,Entire home/apt,173.0,30,36,0.29,3,60,0,720.0,5.159055
Manhattan,Harlem,Private room,77.0,30,19,0.17,2,364,0,2180.0,4.356709
Manhattan,Harlem,Private room,90.0,30,2,0.02,1,179,0,2096.0,4.5108595
Staten Island,Clifton,Private room,68.0,2,170,1.4,2,61,44,2.0,4.2341065
Manhattan,NoHo,Entire home/apt,799.0,30,120,0.98,1,365,0,1024.0,6.684612
Brooklyn,DUMBO,Entire home/apt,268.0,4,411,3.34,1,77,57,9.0,5.5947113
Queens,Astoria,Private room,90.0,30,40,0.33,1,363,0,1066.0,4.5108595
Brooklyn,Bushwick,Entire home/apt,168.0,35,34,0.28,5,240,1,323.0,5.1298985
Brooklyn,Williamsburg,Entire home/apt,356.0,31,8,0.07,1,121,1,88.0,5.8777356
Brooklyn,Bushwick,Private room,94.0,30,54,0.44,1,203,0,1950.0,4.553877
Manhattan,Hell's Kitchen,Private room,212.0,30,225,1.83,8,364,0,1397.0,5.3612924
Manhattan,Hell's Kitchen,Private room,257.0,30,243,1.98,8,364,0,1398.0,5.5529594
Manhattan,Hell's Kitchen,Private room,247.0,30,188,1.53,8,364,0,1344.0,5.5134287
Manhattan,Hell's Kitchen,Private room,133.0,30,252,2.05,8,364,0,1265.0,4.89784
Manhattan,Hell's Kitchen,Private room,157.0,30,246,2.0,8,364,1,20.0,5.062595
Manhattan,Hell's Kitchen,Private room,167.0,30,181,1.48,8,364,0,1389.0,5.123964
Manhattan,Hell's Kitchen,Private room,157.0,30,216,1.76,8,364,0,1174.0,5.062595
Brooklyn,Bushwick,Private room,98.0,3,288,2.35,5,38,46,20.0,4.59512
Manhattan,Hell's Kitchen,Private room,189.0,30,66,0.54,2,143,1,238.0,5.247024
Manhattan,Lower East Side,Entire home/apt,1200.0,31,32,0.27,1,89,0,731.0,7.09091
Brooklyn,Williamsburg,Private room,176.0,2,189,1.54,1,37,21,12.0,5.17615
Brooklyn,Gowanus,Entire home/apt,287.0,30,33,0.28,3,296,4,108.0,5.6629605
Brooklyn,Midwood,Entire home/apt,65.0,30,11,0.17,1,175,2,56.0,4.189655
Queens,Astoria,Entire home/apt,300.0,30,63,0.51,2,365,1,265.0,5.7071104
Brooklyn,Gowanus,Entire home/apt,480.0,30,34,0.28,1,177,0,640.0,6.175867
Manhattan,Upper East Side,Entire home/apt,300.0,180,0,0.47,2,260,0,167.0,5.7071104
Manhattan,Harlem,Private room,91.0,1,307,2.85,1,213,42,1.0,4.5217886
Manhattan,Harlem,Private room,97.0,30,22,0.19,3,250,1,243.0,4.5849676
Brooklyn,Flatbush,Private room,107.0,3,363,2.96,1,36,31,33.0,4.6821313
Manhattan,SoHo,Entire home/apt,180.0,30,165,1.35,1,274,5,18.0,5.198497
Queens,Bayside,Entire home/apt,139.0,1,183,1.52,1,332,5,3.0,4.9416423
Brooklyn,Park Slope,Entire home/apt,643.0,30,1,0.02,1,364,0,1478.0,6.4676986
Manhattan,Upper West Side,Private room,144.0,30,12,0.14,1,362,0,2157.0,4.9767337
Brooklyn,Bedford-Stuyvesant,Entire home/apt,370.0,30,57,0.48,2,324,0,1113.0,5.916202
Manhattan,Upper East Side,Entire home/apt,157.0,30,261,2.22,1,360,2,70.0,5.062595
Queens,Astoria,Private room,109.0,30,0,0.47,2,365,0,167.0,4.7004805
Brooklyn,Bedford-Stuyvesant,Entire home/apt,167.0,30,150,1.22,1,240,0,1782.0,5.123964
Queens,East Elmhurst,Private room,60.0,30,229,1.88,1,365,0,2040.0,4.1108737
Brooklyn,Crown Heights,Private room,47.0,30,74,0.61,1,149,3,20.0,3.871201
Brooklyn,Fort Greene,Private room,241.0,2,340,2.84,1,150,54,6.0,5.488938
Brooklyn,Greenpoint,Private room,400.0,100,127,1.04,1,358,0,2641.0,5.9939613
Queens,Springfield Gardens,Entire home/apt,150.0,30,18,0.16,3,121,1,220.0,5.0172796
Manhattan,West Village,Entire home/apt,300.0,30,67,0.55,1,83,1,290.0,5.7071104
Manhattan,Upper East Side,Entire home/apt,290.0,2,138,1.41,1,134,26,33.0,5.673323
Manhattan,East Village,Entire home/apt,258.0,30,19,0.16,1,139,2,2.0,5.556828
Brooklyn,Bensonhurst,Entire home/apt,198.0,30,237,1.93,1,365,0,744.0,5.293305
Brooklyn,Bushwick,Private room,75.0,30,24,0.2,1,362,0,2119.0,4.3307333
Brooklyn,Clinton Hill,Private room,119.0,30,6,0.05,1,118,0,2964.0,4.787492
Brooklyn,Fort Greene,Entire home/apt,158.0,30,44,0.4,17,306,6,6.0,5.0689044
Brooklyn,Sheepshead Bay,Entire home/apt,107.0,30,79,0.65,3,361,2,258.0,4.6821313
Brooklyn,Gowanus,Entire home/apt,228.0,30,235,1.93,1,212,4,33.0,5.433722
Brooklyn,Carroll Gardens,Private room,234.0,2,44,1.26,1,75,12,216.0,5.4595857
Manhattan,Harlem,Entire home/apt,540.0,30,142,1.24,1,123,0,608.0,6.2934194
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90.0,30,239,1.97,2,171,3,99.0,4.5108595
Manhattan,Washington Heights,Private room,39.0,30,91,1.37,2,0,4,1.0,3.6888795
Brooklyn,Carroll Gardens,Entire home/apt,650.0,30,18,0.15,2,95,0,1067.0,6.47851
Brooklyn,Brownsville,Private room,292.0,3,82,2.37,1,156,21,5.0,5.6801724
Brooklyn,Park Slope,Private room,174.0,30,232,1.92,1,222,13,139.0,5.164786
Brooklyn,Bedford-Stuyvesant,Private room,41.0,30,84,0.71,9,259,0,489.0,3.7376697
Queens,Elmhurst,Entire home/apt,238.0,30,156,1.28,1,212,6,25.0,5.476464
Manhattan,East Village,Entire home/apt,165.0,30,17,0.43,6,267,0,628.0,5.1119876
Manhattan,Nolita,Entire home/apt,383.0,30,33,0.27,1,270,0,782.0,5.9506426
Brooklyn,Greenpoint,Entire home/apt,192.0,30,17,0.17,1,305,1,51.0,5.26269
Manhattan,Hell's Kitchen,Entire home/apt,110.0,30,73,0.61,1,335,1,245.0,4.7095304
Bronx,Hunts Point,Private room,33.0,30,37,0.31,6,333,5,101.0,3.5263605
Brooklyn,Williamsburg,Private room,120.0,30,320,2.65,2,338,0,617.0,4.7957907
Brooklyn,Flatbush,Private room,103.0,30,83,0.68,1,307,3,47.0,4.644391
Brooklyn,Crown Heights,Entire home/apt,110.0,30,110,0.93,1,327,1,139.0,4.7095304
Brooklyn,Flatbush,Entire home/apt,190.0,30,128,1.13,1,362,0,1962.0,5.2522736
Manhattan,Chelsea,Entire home/apt,302.0,30,102,0.85,1,107,2,110.0,5.7137327
Manhattan,Harlem,Private room,50.0,30,29,0.24,2,88,2,112.0,3.9318256
Manhattan,Upper East Side,Entire home/apt,125.0,30,13,0.12,31,256,3,241.0,4.836282
Bronx,Hunts Point,Private room,37.0,30,25,0.21,6,334,4,33.0,3.637586
Bronx,Hunts Point,Private room,37.0,30,30,0.25,6,350,1,311.0,3.637586
Brooklyn,Vinegar Hill,Entire home/apt,192.0,30,44,0.36,1,326,1,124.0,5.26269
Manhattan,Chinatown,Private room,53.0,30,14,0.15,2,198,0,1967.0,3.988984
Manhattan,Upper West Side,Entire home/apt,209.0,30,37,0.31,2,7,2,45.0,5.3471074
Queens,Astoria,Entire home/apt,78.0,30,297,2.49,1,358,2,207.0,4.3694477
Brooklyn,Boerum Hill,Entire home/apt,158.0,30,24,0.2,17,243,8,2.0,5.0689044
Queens,Ditmars Steinway,Private room,124.0,30,196,1.63,1,363,0,660.0,4.828314
Brooklyn,South Slope,Entire home/apt,200.0,60,3,0.04,1,182,0,719.0,5.303305
Manhattan,Upper West Side,Private room,119.0,30,70,0.69,2,269,2,242.0,4.787492
Brooklyn,Canarsie,Entire home/apt,81.0,30,367,3.02,1,276,0,654.0,4.406719
Brooklyn,Sheepshead Bay,Private room,130.0,30,145,1.2,1,364,0,682.0,4.8751974
Manhattan,Upper West Side,Entire home/apt,400.0,30,211,1.74,1,365,0,1161.0,5.9939613
Manhattan,Upper West Side,Entire home/apt,600.0,30,3,0.03,1,276,1,335.0,6.398595
Brooklyn,East Flatbush,Entire home/apt,171.0,30,5,0.04,1,365,0,3211.0,5.1474943
Brooklyn,Borough Park,Private room,45.0,30,73,0.62,1,365,1,307.0,3.8286414
Manhattan,Harlem,Entire home/apt,280.0,31,29,0.38,2,90,0,1968.0,5.638355
Brooklyn,Bedford-Stuyvesant,Private room,79.0,1,555,4.61,8,81,58,3.0,4.3820267
Manhattan,Chelsea,Entire home/apt,666.0,30,39,0.33,1,327,5,82.0,6.50279
Brooklyn,Bedford-Stuyvesant,Private room,84.0,1,605,5.41,2,191,90,16.0,4.4426513
Manhattan,East Village,Private room,80.0,30,80,0.66,4,337,1,230.0,4.394449
Manhattan,Harlem,Entire home/apt,150.0,30,365,3.04,1,231,0,606.0,5.0172796
Brooklyn,Boerum Hill,Entire home/apt,162.0,30,24,0.23,17,319,5,60.0,5.09375
Brooklyn,Williamsburg,Private room,140.0,30,19,0.16,2,89,2,18.0,4.94876
Brooklyn,Bedford-Stuyvesant,Private room,91.0,1,628,5.22,8,80,55,16.0,4.5217886
Brooklyn,Bedford-Stuyvesant,Private room,89.0,1,626,5.19,8,63,53,4.0,4.4998097
Brooklyn,Bedford-Stuyvesant,Private room,119.0,1,615,5.11,8,56,47,12.0,4.787492
Brooklyn,Bedford-Stuyvesant,Private room,122.0,1,607,5.04,8,46,52,6.0,4.8121843
Brooklyn,Bedford-Stuyvesant,Private room,91.0,1,719,5.99,8,47,57,4.0,4.5217886
Brooklyn,Flatbush,Entire home/apt,195.0,30,9,0.34,1,52,3,33.0,5.278115
Manhattan,SoHo,Entire home/apt,298.0,30,196,1.63,1,348,1,239.0,5.7004437
Manhattan,Hell's Kitchen,Private room,252.0,30,167,1.39,8,364,0,1414.0,5.5333896
Queens,Jackson Heights,Private room,90.0,30,163,1.35,1,364,0,697.0,4.5108595
Brooklyn,Gowanus,Entire home/apt,650.0,30,0,0.47,1,365,0,167.0,6.47851
Manhattan,Kips Bay,Entire home/apt,203.0,30,2,0.02,1,89,0,2871.0,5.31812
Manhattan,Hell's Kitchen,Entire home/apt,117.0,30,179,1.53,1,60,0,607.0,4.7706847
Brooklyn,Bushwick,Entire home/apt,140.0,30,78,0.69,1,64,3,22.0,4.94876
Manhattan,Washington Heights,Private room,115.0,2,265,2.21,1,31,39,3.0,4.75359
Brooklyn,Greenpoint,Entire home/apt,141.0,30,167,1.39,1,296,1,41.0,4.955827
Queens,Howard Beach,Private room,143.0,1,515,4.28,1,145,20,13.0,4.9698133
Brooklyn,Williamsburg,Entire home/apt,325.0,30,8,0.13,2,273,4,56.0,5.786897
Brooklyn,Bedford-Stuyvesant,Entire home/apt,365.0,30,25,0.33,1,364,0,657.0,5.902633
Brooklyn,Bedford-Stuyvesant,Shared room,80.0,30,228,2.0,2,58,4,65.0,4.394449
Manhattan,Harlem,Entire home/apt,243.0,5,40,0.33,1,16,30,10.0,5.497168
Brooklyn,Bedford-Stuyvesant,Entire home/apt,318.0,3,55,0.45,3,300,27,12.0,5.765191
Manhattan,Midtown,Entire home/apt,478.0,4,46,0.41,2,325,5,75.0,6.1717005
Manhattan,Upper West Side,Entire home/apt,121.0,30,22,0.18,2,328,1,35.0,4.804021
Brooklyn,Bedford-Stuyvesant,Private room,44.0,30,112,0.93,9,333,0,630.0,3.8066626
Brooklyn,Bushwick,Private room,59.0,30,2,0.02,42,1,0,1309.0,4.0943446
Brooklyn,Bushwick,Private room,55.0,30,8,0.18,42,30,0,602.0,4.0253515
Brooklyn,Bushwick,Private room,55.0,30,1,0.07,42,65,0,434.0,4.0253515
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110.0,30,261,2.18,1,100,2,54.0,4.7095304
Manhattan,Washington Heights,Private room,48.0,30,18,0.15,1,164,3,39.0,3.8918204
Brooklyn,East New York,Entire home/apt,259.0,30,93,0.77,1,358,0,642.0,5.560682
Manhattan,SoHo,Entire home/apt,750.0,30,58,0.48,1,274,0,452.0,6.6214056
Manhattan,East Village,Entire home/apt,186.0,30,279,2.33,1,364,0,608.0,5.2311087
Manhattan,Washington Heights,Private room,82.0,30,260,2.16,2,365,2,68.0,4.4188404
Manhattan,East Village,Entire home/apt,138.0,180,2,0.02,1,174,0,3410.0,4.934474
Brooklyn,Flatbush,Private room,53.0,30,3,0.03,1,89,0,2518.0,3.988984
Brooklyn,Bushwick,Entire home/apt,101.0,30,264,2.2,1,365,2,298.0,4.624973
Brooklyn,Bedford-Stuyvesant,Private room,61.0,30,11,0.09,2,365,0,2940.0,4.1271343
Brooklyn,Bushwick,Private room,108.0,30,159,1.32,1,364,0,650.0,4.691348
Brooklyn,Cobble Hill,Private room,291.0,3,132,1.16,1,34,27,33.0,5.676754
Staten Island,Great Kills,Private room,155.0,1,161,1.34,1,131,11,42.0,5.049856
Brooklyn,Williamsburg,Private room,150.0,30,4,0.03,1,365,0,3058.0,5.0172796
Queens,Sunnyside,Private room,75.0,30,2,0.02,1,365,0,2146.0,4.3307333
Manhattan,Harlem,Entire home/apt,200.0,30,19,0.18,1,363,0,2057.0,5.303305
Brooklyn,Bedford-Stuyvesant,Entire home/apt,169.0,30,5,0.06,1,193,0,2039.0,5.1357985
Manhattan,Lower East Side,Private room,62.0,30,249,2.09,2,37,5,94.0,4.1431346
Queens,Astoria,Private room,69.0,30,40,0.33,3,365,0,714.0,4.248495
Manhattan,Upper East Side,Private room,107.0,30,85,0.71,2,365,1,279.0,4.6821313
Manhattan,Harlem,Private room,65.0,30,1,0.01,2,363,0,2405.0,4.189655
Brooklyn,Greenpoint,Entire home/apt,213.0,30,29,0.24,1,86,5,43.0,5.365976
Manhattan,Upper West Side,Private room,185.0,3,215,1.96,2,144,38,7.0,5.2257466
Manhattan,Greenwich Village,Entire home/apt,345.0,30,2,0.08,1,140,0,728.0,5.846439
Manhattan,Upper East Side,Private room,105.0,30,304,2.52,2,308,5,65.0,4.6634393
Queens,Astoria,Entire home/apt,103.0,30,79,0.67,1,118,3,64.0,4.644391
Brooklyn,Clinton Hill,Entire home/apt,234.0,30,78,0.65,2,287,0,1508.0,5.4595857
Queens,Arverne,Entire home/apt,185.0,30,92,0.76,1,50,0,1261.0,5.2257466
Queens,Jamaica,Entire home/apt,115.0,30,15,0.32,1,357,0,433.0,4.75359
Brooklyn,Crown Heights,Private room,177.0,1,105,0.97,6,296,37,23.0,5.1817837
Manhattan,Harlem,Private room,60.0,30,1,0.04,1,151,0,780.0,4.1108737
Brooklyn,Gravesend,Private room,117.0,1,62,0.54,6,344,6,87.0,4.7706847
Brooklyn,Fort Greene,Entire home/apt,315.0,30,319,2.66,2,365,0,646.0,5.755742
Manhattan,Gramercy,Private room,150.0,30,66,0.55,1,324,0,2072.0,5.0172796
Brooklyn,Bedford-Stuyvesant,Entire home/apt,172.0,30,10,0.09,1,336,0,3133.0,5.1532917
Brooklyn,East New York,Entire home/apt,175.0,30,1,0.01,3,239,0,3568.0,5.170484
Brooklyn,Bushwick,Private room,84.0,30,39,0.33,3,251,1,182.0,4.4426513
Brooklyn,Bay Ridge,Entire home/apt,498.0,30,15,0.13,3,364,0,2064.0,6.212606
Staten Island,West Brighton,Entire home/apt,87.0,30,230,1.93,1,290,0,704.0,4.477337
Brooklyn,Gowanus,Entire home/apt,180.0,30,148,1.24,1,111,0,701.0,5.198497
Brooklyn,Crown Heights,Private room,50.0,500,10,0.08,1,364,0,3236.0,3.9318256
Staten Island,Concord,Entire home/apt,98.0,30,75,0.63,1,24,5,124.0,4.59512
Queens,Flushing,Private room,75.0,30,83,0.69,9,83,0,678.0,4.3307333
Brooklyn,Kensington,Entire home/apt,75.0,30,91,0.81,1,249,5,46.0,4.3307333
Queens,Astoria,Private room,75.0,30,108,0.9,1,364,0,726.0,4.3307333
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250.0,30,114,0.96,1,365,0,654.0,5.525453
Manhattan,Upper East Side,Private room,100.0,30,42,0.35,2,35,0,2046.0,4.6151204
Manhattan,Lower East Side,Private room,110.0,30,74,0.62,1,88,0,1974.0,4.7095304
Manhattan,East Village,Entire home/apt,199.0,30,403,3.37,1,286,0,448.0,5.2983174
Brooklyn,Bedford-Stuyvesant,Private room,45.0,30,3,0.03,20,182,1,93.0,3.8286414
Brooklyn,Sunset Park,Entire home/apt,209.0,30,16,0.2,17,354,3,124.0,5.3471074
Brooklyn,Bedford-Stuyvesant,Private room,57.0,30,42,0.35,1,93,0,2405.0,4.060443
Brooklyn,Bushwick,Shared room,225.0,30,293,2.47,1,365,0,642.0,5.420535
Manhattan,Murray Hill,Private room,228.0,4,284,2.37,1,277,19,18.0,5.433722
Brooklyn,Midwood,Entire home/apt,105.0,30,144,1.3,2,68,6,84.0,4.6634393
Bronx,Norwood,Entire home/apt,70.0,30,21,0.18,1,365,0,580.0,4.26268
Brooklyn,Sunset Park,Private room,56.0,30,20,0.17,4,1,0,368.0,4.0430512
Brooklyn,Prospect Heights,Private room,158.0,2,247,2.42,1,197,26,11.0,5.0689044
Brooklyn,Sunset Park,Private room,66.0,30,33,0.27,4,0,0,517.0,4.204693
Brooklyn,Crown Heights,Entire home/apt,103.0,30,179,1.5,1,231,2,82.0,4.644391
Queens,Long Island City,Entire home/apt,113.0,30,227,2.02,3,57,5,92.0,4.7361984
Brooklyn,Bedford-Stuyvesant,Entire home/apt,151.0,30,334,2.96,1,217,3,79.0,5.0238805
Brooklyn,East Flatbush,Entire home/apt,92.0,30,71,0.93,1,180,3,29.0,4.5325994
Manhattan,Harlem,Private room,85.0,30,142,1.19,1,177,0,396.0,4.454347
Brooklyn,Bedford-Stuyvesant,Entire home/apt,219.0,3,416,3.46,1,297,44,10.0,5.3936276
Brooklyn,Park Slope,Entire home/apt,204.0,30,55,0.47,3,365,0,3135.0,5.32301
Staten Island,Silver Lake,Entire home/apt,86.0,30,292,2.43,1,147,0,740.0,4.465908
Brooklyn,Flatbush,Private room,54.0,30,272,2.26,1,235,1,357.0,4.0073333
Brooklyn,Canarsie,Private room,59.0,31,14,0.2,1,117,0,885.0,4.0943446
Queens,Bellerose,Private room,87.0,30,96,0.8,1,365,2,281.0,4.477337
Manhattan,East Village,Entire home/apt,280.0,30,4,0.03,1,83,0,2405.0,5.638355
Queens,Jamaica,Private room,171.0,2,170,3.4,1,212,51,11.0,5.1474943
Brooklyn,Canarsie,Entire home/apt,114.0,2,127,1.12,1,34,26,54.0,4.744932
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,30,35,0.3,1,358,2,236.0,4.7957907
Manhattan,Harlem,Entire home/apt,136.0,30,36,0.33,1,358,0,2039.0,4.919981
Brooklyn,Greenpoint,Entire home/apt,271.0,30,23,0.26,1,67,2,222.0,5.605802
Queens,Flushing,Private room,65.0,30,160,1.34,9,61,0,642.0,4.189655
Manhattan,Gramercy,Private room,126.0,1,307,2.61,1,40,45,1.0,4.8441873
Manhattan,Theater District,Private room,75.0,30,170,1.43,1,118,3,6.0,4.3307333
Staten Island,St. George,Private room,198.0,30,199,1.67,1,90,0,677.0,5.293305
Queens,Woodside,Private room,148.0,30,2,0.02,1,90,0,3409.0,5.0039463
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200.0,30,121,1.08,1,365,0,650.0,5.303305
Queens,Queens Village,Entire home/apt,101.0,30,85,0.71,1,364,0,943.0,4.624973
Manhattan,Midtown,Entire home/apt,161.0,30,14,0.12,5,289,2,264.0,5.0875964
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,90.0,30,180,1.51,2,304,2,278.0,4.5108595
Brooklyn,Red Hook,Private room,75.0,1,538,4.53,1,163,81,1.0,4.3307333
Manhattan,Upper West Side,Entire home/apt,514.0,30,0,0.47,1,365,0,167.0,6.244167
Brooklyn,Bushwick,Private room,132.0,5,209,1.75,3,24,21,17.0,4.890349
Brooklyn,Fort Greene,Private room,90.0,30,37,0.54,1,275,3,33.0,4.5108595
Brooklyn,Midwood,Private room,128.0,30,35,0.29,1,363,0,763.0,4.8598123
Queens,Jackson Heights,Private room,145.0,30,165,1.41,1,158,0,622.0,4.983607
Brooklyn,Williamsburg,Private room,165.0,4,334,2.83,1,107,28,17.0,5.1119876
Brooklyn,Flatbush,Entire home/apt,400.0,30,3,0.03,1,363,0,3254.0,5.9939613
Brooklyn,Bedford-Stuyvesant,Entire home/apt,79.0,30,208,1.74,1,114,7,32.0,4.3820267
Brooklyn,Brownsville,Private room,95.0,30,19,0.16,1,365,0,705.0,4.564348
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150.0,31,152,1.28,2,365,1,344.0,5.0172796
Brooklyn,Williamsburg,Private room,76.0,30,81,0.68,1,107,2,18.0,4.3438053
Queens,Long Island City,Private room,92.0,3,58,0.54,1,208,18,6.0,4.5325994
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,151.0,31,150,1.26,2,337,0,657.0,5.0238805
Brooklyn,East Flatbush,Entire home/apt,130.0,30,292,2.46,3,356,0,407.0,4.8751974
Manhattan,Harlem,Private room,97.0,5,148,1.26,1,178,18,16.0,4.5849676
Brooklyn,Bay Ridge,Private room,140.0,30,42,1.14,7,143,2,259.0,4.94876
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,30,259,2.19,1,104,5,64.0,4.6151204
Queens,Elmhurst,Private room,128.0,4,208,1.85,5,309,22,8.0,4.8598123
Manhattan,Harlem,Entire home/apt,630.0,2,111,1.0,3,298,3,245.0,6.4473057
Bronx,Concourse,Entire home/apt,108.0,30,0,0.47,2,117,0,167.0,4.691348
Brooklyn,Bedford-Stuyvesant,Private room,48.0,30,0,0.47,5,336,0,167.0,3.8918204
Brooklyn,Williamsburg,Entire home/apt,304.0,30,10,0.09,1,364,0,1436.0,5.7203116
Manhattan,Chinatown,Entire home/apt,250.0,30,227,1.93,1,335,2,31.0,5.525453
Manhattan,Harlem,Entire home/apt,229.0,3,76,0.67,3,307,10,6.0,5.4380794
Brooklyn,Bedford-Stuyvesant,Private room,42.0,30,4,0.04,20,365,0,2631.0,3.7612002
Brooklyn,Borough Park,Entire home/apt,299.0,30,94,0.79,1,83,0,2222.0,5.7037826
Queens,Astoria,Private room,48.0,30,224,1.89,10,334,2,47.0,3.8918204
Queens,Astoria,Private room,94.0,30,199,1.68,10,335,1,62.0,4.553877
Queens,Astoria,Private room,58.0,30,145,1.23,10,351,0,713.0,4.0775375
Queens,Astoria,Private room,82.0,30,230,1.95,10,226,3,248.0,4.4188404
Queens,Astoria,Private room,49.0,30,140,1.18,10,360,1,204.0,3.912023
Manhattan,Upper East Side,Entire home/apt,1500.0,90,28,0.28,1,270,0,1967.0,7.3138866
Manhattan,Harlem,Entire home/apt,150.0,30,336,2.82,1,149,0,601.0,5.0172796
Queens,Elmhurst,Private room,92.0,30,302,2.55,2,275,0,538.0,4.5325994
Brooklyn,Bedford-Stuyvesant,Private room,38.0,30,68,0.57,2,156,1,72.0,3.6635616
Manhattan,East Harlem,Entire home/apt,170.0,30,103,0.87,5,365,0,655.0,5.1416636
Manhattan,Midtown,Entire home/apt,162.0,30,16,0.14,5,315,0,734.0,5.09375
Brooklyn,Brownsville,Private room,64.0,30,172,1.47,3,155,1,298.0,4.1743875
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140.0,30,103,0.88,1,334,2,212.0,4.94876
Brooklyn,Bedford-Stuyvesant,Private room,80.0,30,211,1.78,2,365,1,207.0,4.394449
Brooklyn,Williamsburg,Entire home/apt,294.0,30,24,0.21,1,364,0,649.0,5.6869755
Brooklyn,Williamsburg,Private room,58.0,30,90,0.77,1,261,4,32.0,4.0775375
Queens,Flushing,Private room,64.0,30,15,0.13,5,216,5,37.0,4.1743875
