,price_capped,price_capped,minimum_nights,minimum_nights,calculated_host_listings_count,calculated_host_listings_count,availability_365,availability_365,reviews_per_month,reviews_per_month,days_since_last_review,days_since_last_review
,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean
cluster,,,,,,,,,,,,
0,150.0,195.3090909090909,30.0,58.36650717703349,1.0,23.559808612440193,304.0,257.6287081339713,0.1,0.24776076555023926,1973.0,1934.3454545454545
1,139.0,180.06353276353278,30.0,20.374786324786324,2.0,25.436039886039886,128.0,127.37165242165243,0.52,1.528579772079772,143.0,210.25584045584046
2,509.5,499.5841784989858,31.0,31.946247464503042,1087.0,1087.0,254.0,230.6866125760649,0.47,0.41650101419878294,167.0,258.28296146044624
3,149.0,191.29596009159306,30.0,26.92369970559372,3.0,46.33423290807982,335.0,318.61105659142953,0.47,0.7233995747464834,167.0,264.8089630356559
